deck,name,lat,lng,country,state,wordCount,date,link
"Around the world, fishers are embracing tiny quarry. Is microfishing a celebration of biodiversity or a sign of collapse?",How Microfishing Took the Angling World by (Very Small) Storm,47.693123,-122.426506,United States,Washington,"3,400 words, about 17 minutes",2021-04-13T00:05:28,https://hakaimagazine.com/features/how-microfishing-took-the-angling-world-by-very-small-storm/
Can casting away from established society to inhabit sea-based colonies save us from the problems of modern life—or are we bound to repeat our mistakes?,The Quest for a Floating Utopia,,,,,"6,200 words, about 31 minutes",2021-04-06T00:05:08,https://hakaimagazine.com/features/the-quest-for-a-floating-utopia/
"Famous for his art and writing about birds—and infamous more recently for his racist views—John James Audubon traversed the Atlantic a dozen times, providing a snapshot into the state of the ocean two centuries ago.",Audubon at Sea,,,,,"3,600 words, about 18 minutes",2021-03-23T00:05:15,https://hakaimagazine.com/features/audubon-at-sea/
"With support from their advocates, fishermen are starting to confront the toll that dangerous working conditions, economic and environmental uncertainty, and ever-changing regulations take on their minds and bodies.",Mental Health and the Modern Fisherman,,,,,"4,000 words, about 20 minutes",2021-03-16T00:05:21,https://hakaimagazine.com/features/mental-health-and-the-modern-fisherman/
"Skipjack are the world’s most abundant tuna. They’re resilient, but can they outswim our demand for this pantry staple?",Tuna’s Last Stand,,,,,"2,300 words, about 11 minutes",2021-03-02T00:05:20,https://hakaimagazine.com/features/tunas-last-stand/
"Indigenous communities in the Pacific Northwest bred little, fluffy white dogs that provided for them, both materially and spiritually.",The Dogs That Grew Wool and the People Who Love Them,,,,,"3,800 words, about 19 minutes",2021-02-23T00:05:09,https://hakaimagazine.com/features/the-dogs-that-grew-wool-and-the-people-who-love-them/
"In India, a marine geographer helps consumers make sustainable fish choices by bringing them straight to the source.",A Tour of Unloved Fishes,13.04037769289426,80.28033431773844,India,Tamil Nadu,"2,200 words, about 11 minutes",2021-02-16T00:05:28,https://hakaimagazine.com/features/a-tour-of-unloved-fishes/
Bird feces contribute nutrient-rich fertilizer to ecosystems. Harvesting them has also been a big business for centuries.,Banking on Bird Shit,,,,,"1,100 words, about 5 minutes",2021-02-09T00:05:39,https://hakaimagazine.com/features/banking-on-bird-shit/
"Along the Australian coast, tens of thousands of years’ worth of Indigenous history lies a short dive below the sea’s surface. The hard part is finding it.",Stepping Off Shore and into Sea Country,-20.55209,116.803247,Australia,Western Australia,,2021-02-02T00:05:13,https://hakaimagazine.com/features/stepping-off-the-shore-and-into-sea-country/
A puzzling lack of thiamine is disrupting some marine ecosystems.,The Ocean’s Mysterious Vitamin Deficiency,,,,,"2,700 words, about 14 minutes",2021-01-28T00:05:27,https://hakaimagazine.com/features/the-oceans-mysterious-vitamin-deficiency/
"After centuries of persecution, brown bears are showing up in some unexpected places.",Where Now Grizzly Bear?,,,,,"3,000 words, about 15 minutes",2021-01-26T00:05:32,https://hakaimagazine.com/features/where-now-grizzly-bear/
Scientists are scrambling to patch the cracks forming in the global marine weather monitoring system.,The Pandemic Is Undermining Weather Monitoring,,,,,"1,500 words, about 8 minutes",2021-01-19T00:05:09,https://hakaimagazine.com/features/the-pandemic-is-undermining-weather-monitoring/
"When it comes to conservation, hope is much more useful than gloom.",An Antidote for Environmental Despair,,,,,"2,300 words, about 11 minutes",2021-01-18T00:05:06,https://hakaimagazine.com/features/an-antidote-for-environmental-despair/
How a small radio station in India helps protect fishers and the ecosystems they rely on.,The Radio Station at the Heart of a Fishing Community,9.30142066586692,79.28974074574876,India,Tamil Nadu,,2021-01-12T00:05:08,https://hakaimagazine.com/features/the-radio-station-at-the-heart-of-a-fishing-community/
"In Alaska, one of the longest-running and most comprehensive seabird monitoring projects is equal parts tedium, adventure, truth, and beauty.",Keeping Watch Over Seabirds at the World’s Edge,60.41957629999999,-172.7448382,United States,Alaska,"5,900 words, about 29 minutes",2021-01-05T00:05:01,https://hakaimagazine.com/features/keeping-watch-over-seabirds-at-the-worlds-edge/
The post–civil war boom in shark fishing that saved Congolese fishermen and their families is now drying up.,A Fragile Economy Balanced on a Shark’s Back,-4.406894162723845,11.600345786229987,Republic of the Congo,,"3,400 words, about 17 minutes",2020-12-15T00:05:30,https://hakaimagazine.com/features/a-fragile-economy-balanced-on-a-sharks-back/
"This season’s selections feature strong female characters, adventurous otters, and singing whales.",Eleven New Coastal Books to Help Kids (and Adults) Destress,,,,,,2020-12-03T00:05:23,https://hakaimagazine.com/features/eleven-new-coastal-books-to-help-kids-and-adults-destress/
"A stealthy source of pollution leaves the highway in astonishing amounts and heads to sea, toxic chemicals and all.",When Rubber Hits the Road—and Washes Away,,,,,"2,000 words, about 10 minutes",2020-11-24T00:05:24,https://hakaimagazine.com/features/when-rubber-hits-the-road-and-washes-away/
Changing sea levels are pushing groundwater into new and problematic places.,The Rising Tide Underfoot,21.35164,-157.795648,United States,Hawaii,"2,800 words, about 14 minutes",2020-11-17T00:05:33,https://hakaimagazine.com/features/the-rising-tide-underfoot/
A surprisingly dense and isolated population of Humboldt martens is challenging our assumptions about the species.,Trapped Between Pavement and the Pacific,43.60735781714528,-124.20111031981044,United States,Oregon,"2,500 words, about 13 minutes",2020-11-10T00:05:05,https://hakaimagazine.com/features/trapped-between-pavement-and-the-pacific/
"The question of who killed Takaya, British Columbia’s famous solitary wolf, goes far beyond who pulled the trigger.",The Lone Wolf That Was Loved to Death,48.426473,-123.244178,Canada,British Columbia,"4,000 words, about 20 minutes",2020-10-27T00:05:48,https://hakaimagazine.com/features/the-lone-wolf-loved-to-death/
"How corporations, conservationists, and First Nations came together to share the rainforest.",Finding Unity in the Great Bear Rainforest,,,,,"2,000 words, about 10 minutes",2020-10-20T00:05:46,https://hakaimagazine.com/features/finding-unity-in-the-great-bear-rainforest/
"In Arctic waters, researchers are scrambling to record baseline environmental data, while communities brace for the inevitable—shipping disasters.",The Race Against Catastrophe,79.828958,18.013947,Svalbard and Jan Mayen,Svalbard,"2,300 words, about 11 minutes",2020-10-13T00:05:44,https://hakaimagazine.com/features/the-race-against-catastrophe/
"A faraway island in Alaska has had its share of visitors, but none can remain for long on its shores.",The Island That Humans Can’t Conquer,60.407691,-172.751269,United States,Alaska,"2,600 words, about 13 minutes",2020-10-06T00:05:12,https://hakaimagazine.com/features/the-island-humans-cant-conquer/
"North Korean policies are driving fishermen—desperate, hungry, and ill-equipped—into dangerous, distant waters.",How North Korea Built a Fleet of Ghost Ships,38.055165,138.395962,Japan,Niigata,"1,900 words, about 10 minutes",2020-09-29T00:05:45,https://hakaimagazine.com/features/how-north-korea-built-a-fleet-of-ghost-ships/
"In Gujarat, India, a special breed of camel is not constrained by land—but cannot escape the many forces of change.",Where Camels Take to the Sea,23.245531,69.665486,India,Gujarat,"6,900 words, about 35 minutes",2020-09-22T00:05:07,https://hakaimagazine.com/features/where-camels-take-to-the-sea/
"For centuries, people have debated the location of ultima Thule—a mysterious northern land. Residents of Smøla, Norway, believe they live in that fabled place; other contenders say not so fast.",Claiming Ultima Thule,63.42249770723845,8.001607696484392,Norway,Møre og Romsdal,"3,400 words, about 17 minutes",2020-09-08T00:05:34,https://hakaimagazine.com/features/claiming-ultima-thule/
"When disaster struck Lisbon in 1755, one controversial ruler saw a path to modernization.",The Earthquake That Brought Enlightenment,38.726482,-9.138231,Portugal,Lisboa,"1,500 words, about 8 minutes",2020-09-01T00:05:30,https://hakaimagazine.com/features/the-earthquake-that-brought-enlightenment/
"As marine heatwaves become more common and intense, better forecasting may help us reduce the damage.",Ocean Forecast: Blobs on the Horizon,,,,,"1,200 words, about 6 minutes",2020-08-25T00:05:09,https://hakaimagazine.com/features/ocean-forecast-blobs-on-the-horizon/
The Aquacultural Revolution,Big Fish,,,,,A special series of six stories,2020-08-24T00:10:27,https://hakaimagazine.com/features/big-fish-the-aquacultural-revolution/
"For over a century, aquaculturists have tinkered with every part of aquatic animals’ lives, from genetics to diet to where they grow best.",A Short History of Aquaculture Innovation,,,,,"3,000 words, about 15 minutes",2020-08-24T00:05:25,https://hakaimagazine.com/features/a-short-history-of-aquaculture-innovation/
"Aquaculture innovation is driven by a desire for profit, sustainability, and a delicious meal. Can the right marine fish satisfy all three?",Show Me the Money Fish,,,,,"5,500 words, about 27 minutes",2020-08-24T00:04:38,https://hakaimagazine.com/features/show-me-the-money-fish/
Feeding wild fish to farmed fish is threatening marine ecosystems. Researchers and entrepreneurs believe they’ve found solutions.,Taking the Fish Out of Fish Feed,,,,,"4,000 words, about 20 minutes",2020-08-24T00:03:45,https://hakaimagazine.com/features/taking-the-fish-out-of-fish-feed/
"In Southeast Asia, aquaculture production from medium-sized freshwater farms is growing quickly. Meet the quiet revolution that could sustainably feed the world.",Hold the Salt: The Promise of Little Fresh Fishes,16.812828,96.120524,Myanmar (Burma),Yangon Region,"3,300 words, about 17 minutes",2020-08-24T00:02:00,https://hakaimagazine.com/features/hold-the-salt-the-promise-of-little-fresh-fishes/
On aquaculture’s image problem and the people who want you to embrace the fish of the future.,How to Stop Worrying and Love Farmed Fish,,,,,"4,800 words, about 24 minutes",2020-08-24T00:01:32,https://hakaimagazine.com/features/how-to-stop-worrying-and-love-farmed-fish/
"Bluefin tuna are a luxury that feeds the egos of many, the bellies of few. Inside a Canadian fishery that pursues them.",A Tuna’s Worth,46.425417,-62.686361,Canada,Prince Edward Island,"4,500 words, about 22 minutes",2020-08-18T00:05:57,https://hakaimagazine.com/features/a-tunas-worth/
"Once branded a foreign agent, a Russian activist has worked for 24 years to protect the island of Sakhalin from industrial development.",Dmitry Versus Goliath: Environmentalism in Russia’s Far East,48.418667,142.08275,Russia,Sakhalinskaya oblast',"2,800 words, about 14 minutes",2020-08-11T00:05:23,https://hakaimagazine.com/features/dmitri-versus-goliath-environmentalism-in-russias-far-east/
"In some small coastal communities of Alaska and British Columbia, wealth is also measured by how much food you can give.","Sharing Food, Building Resilience",56.935339,-158.656478,United States,Alaska,"2,700 words, about 13 minutes",2020-08-04T00:05:46,https://hakaimagazine.com/features/sharing-food-building-resilience/
Three generations of the Hamada family have fished British Columbia’s coast. Will the latest generation outlive the salmon they seek?,The Old Man and the New Sea,49.123383997048336,-123.1868380852417,Canada,British Columbia,"3,400 words, about 17 minutes",2020-07-28T00:05:14,https://hakaimagazine.com/features/the-old-man-and-the-new-sea/
Researchers bet on giant seaweed to store carbon in the ocean.,Capturing Carbon with Underwater Gardening,,,,,"1,800 words, about 9 minutes",2020-07-21T00:05:05,https://hakaimagazine.com/features/capturing-carbon-with-underwater-gardening/
